CEP;CHAVE;UF;TIPO;Tipo_Acento;TITULO;Titulo_acento;PREPOSICAO;NOME;Nome_Acento;BAIRRO1;Bairro1_Acento;BAIRRO2;LIMINFPAR;LIMINFIMPA;LIMSUPPAR;LIMSUPIMPA;FLAGS;LADOS
08430026;01000;SP;R;R;;;;BAIA DE JAPERICA;BAÍA DE JAPERICA;JARDIM SANTA TEREZINHA;JARDIM SANTA TEREZINHA;;0;0;99999999;99999999;0;17
04854280;01000;SP;R;R;;;;INUBIA;INÚBIA;JARDIM ALMEIDA PRADO;JARDIM ALMEIDA PRADO;;0;0;99999999;99999999;0;17
04470315;01000;SP;R;R;;;;EURICO FRANCO DE SIQUEIRA;EURICO FRANCO DE SIQUEIRA;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;;0;0;99999999;99999999;0;17
08161005;01000;SP;R;R;;;;RIO SENA;RIO SENA;JARDIM DOS IPES;JARDIM DOS IPÊS;;0;0;99999999;99999999;0;17
04847005;01000;SP;AV;AV;;;;ANTONIO CARLOS BENJAMIM DOS SANTOS;ANTÔNIO CARLOS BENJAMIM DOS SANTOS;PARQUE NOVO GRAJAU;PARQUE NOVO GRAJAÚ;;0;0;99999999;99999999;0;17
08081383;01000;SP;R;R;PROF;PROF;;BENJAMIN ANTONIO SALLES ARCURI;BENJAMIN ANTÔNIO SALLES ARCURI;PARQUE PAULISTANO;PARQUE PAULISTANO;;0;0;99999999;99999999;0;17
08081385;01000;SP;R;R;;;;ANTONIO PIATEZI;ANTÔNIO PIATEZI;PARQUE PAULISTANO;PARQUE PAULISTANO;;0;0;99999999;99999999;0;17
08021457;01000;SP;TV;TV;;;;BENTO JACINTHO DE SALLES;BENTO JACINTHO DE SALLES;VILA ROSARIA;VILA ROSARIA;;0;0;99999999;99999999;0;17
04429005;01000;SP;TV;TV;SAO;SÃO;;MARCOS EVANGELISTA;MARCOS EVANGELISTA;AMERICANOPOLIS;AMERICANÓPOLIS;;0;0;99999999;99999999;0;17
04854270;01000;SP;R;R;SANTO;SANTO;;ANTONIO;ANTÔNIO;JARDIM ALMEIDA PRADO;JARDIM ALMEIDA PRADO;;0;0;99999999;99999999;0;17
04845205;01000;SP;PC;PC;;;;ANISIO BARBOSA DA SILVA;ANÍSIO BARBOSA DA SILVA;JARDIM REIMBERG;JARDIM REIMBERG;;0;0;99999999;99999999;0;17
04854260;01000;SP;R;R;;;;DANTE CARRARO;DANTE CARRARO;JARDIM ALMEIDA PRADO;JARDIM ALMEIDA PRADO;;0;0;99999999;99999999;0;17
02812275;01000;SP;R;R;;;;DANIEL DE AZEVEDO;DANIEL DE AZEVEDO;JARDIM PAULISTANO;JARDIM PAULISTANO;;0;0;99999999;99999999;0;17
04866190;01000;SP;R;R;;;;SILVIO;SÍLVIO;JARDIM ALMEIDA;JARDIM ALMEIDA;;0;0;99999999;99999999;0;17
04866200;01000;SP;AV;AV;;;;ALMEIDA;ALMEIDA;JARDIM ALMEIDA;JARDIM ALMEIDA;;0;0;99999999;99999999;0;17
02365016;01000;SP;TV;TV;;;;BLASS DO PRADO;BLASS DO PRADO;JARDIM SAO JOAO;JARDIM SÃO JOÃO;;0;0;99999999;99999999;0;17
02282055;01000;SP;R;R;SAO;SÃO;;GABRIEL DE SOUZA LOPES;GABRIEL DE SOUZA LOPES;JARDIM SAO LUIS;JARDIM SÃO LUÍS;;0;0;99999999;99999999;0;17
02993005;01000;SP;TV;TV;BARAO;BARÃO;;JOSE DE BONFIM;JOSÉ DE BONFIM;JARDIM VIVAN;JARDIM VIVAN;;0;0;99999999;99999999;0;17
04429003;01000;SP;TV;TV;SANTO;SANTO;;ANTONINO;ANTONINO;AMERICANOPOLIS;AMERICANÓPOLIS;;0;0;99999999;99999999;0;17
05796165;01000;SP;TV;TV;PROFA;PROFA;;AGNELINA DE SOUSA BEZERRA;AGNELINA DE SOUSA BEZERRA;JARDIM VALE DAS VIRTUDES;JARDIM VALE DAS VIRTUDES;;0;0;99999999;99999999;0;17
04843555;01000;SP;AV;AV;;;;ANTONIO CARLOS BENJAMIM DOS SANTOS;ANTÔNIO CARLOS BENJAMIM DOS SANTOS;PARQUE GRAJAU;PARQUE GRAJAÚ;;0;0;99999999;99999999;0;17
08430880;01000;SP;TV;TV;;;;GRIS;GRIS;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430875;01000;SP;R;R;;;;GALATA;GÁLATA;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430873;01000;SP;TV;TV;;;;CAFEEIRO;CAFEEIRO;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430870;01000;SP;TV;TV;;;;DUALA;DUALA;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430863;01000;SP;R;R;;;;DELOS;DELOS;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430855;01000;SP;TV;TV;;;;BAETAS;BAETAS;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430853;01000;SP;R;R;;;;ABA;ABA;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
08430850;01000;SP;R;R;;;;ABENAQUIS;ABENAQUIS;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
03906150;01000;SP;TV;TV;;;;BENIN;BENIN;JARDIM CAGUASSU;JARDIM CAGUASSU;;0;0;99999999;99999999;0;17
03906140;01000;SP;TV;TV;;;;ABOME;ABOMÉ;JARDIM CAGUASSU;JARDIM CAGUASSU;;0;0;99999999;99999999;0;17
03906130;01000;SP;TV;TV;;;;DURBAN;DURBAN;JARDIM CAGUASSU;JARDIM CAGUASSU;;0;0;99999999;99999999;0;17
03906120;01000;SP;TV;TV;;;;BAMAKO;BAMAKO;JARDIM CAGUASSU;JARDIM CAGUASSU;;0;0;99999999;99999999;0;17
08430885;01000;SP;TV;TV;;;;MANDARIM;MANDARIM;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
02866165;01000;SP;R;R;;;;ALFREDO PEREIRA DOS SANTOS;ALFREDO PEREIRA DOS SANTOS;VILA PENTEADO;VILA PENTEADO;;0;0;99999999;99999999;0;17
04894270;01000;SP;R;R;;;;TRES DOS ESPACOS;TRÊS DOS ESPAÇOS;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
04894280;01000;SP;R;R;;;;SINFONIA PASTORAL;SINFONIA PASTORAL;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
04894290;01000;SP;R;R;;;;SONATA AO MAR;SONATA AO MAR;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
04894300;01000;SP;R;R;;;DOS;TRINADOS;TRINADOS;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
04894310;01000;SP;R;R;;;;VALSA LENTA;VALSA LENTA;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
03906110;01000;SP;TV;TV;;;;ABUJA;ABUJA;JARDIM CAGUASSU;JARDIM CAGUASSU;;0;0;99999999;99999999;0;17
04894330;01000;SP;R;R;;;;VALSA SIDERAL;VALSA SIDERAL;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
03906100;01000;SP;R;R;;;;RUANDA;RUANDA;JARDIM CAGUASSU;JARDIM CAGUASSU;;0;0;99999999;99999999;0;17
05792065;01000;SP;TV;TV;;;;RAFAEL ALBERTI;RAFAEL ALBERTI;JARDIM LEONIDAS MOREIRA;JARDIM LEÔNIDAS MOREIRA;;0;0;99999999;99999999;0;17
05269065;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;PEDRO ARCAIA;PEDRO ARCAIA;JARDIM BRITANIA;JARDIM BRITÂNIA;;0;0;99999999;99999999;0;17
03924105;01000;SP;TV;TV;;;;GINES ANANIAS GARCIA;GINES ANANIAS GARCIA;JARDIM DONA SINHA;JARDIM DONA SINHÁ;;0;0;99999999;99999999;0;17
02982195;01000;SP;R;R;DR;DR;;PAULO ROBERTO LEITE;PAULO ROBERTO LEITE;JARDIM SYDNEY;JARDIM SYDNEY;;0;0;99999999;99999999;0;17
03812035;01000;SP;R;R;SAO;SÃO;;CAMILO;CAMILO;VILA SANTA INES;VILA SANTA INÊS;;0;0;99999999;99999999;0;17
08430890;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;TARSIO;TÁRSIO;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
04894320;01000;SP;R;R;;;;VALSA AMOROSA;VALSA AMOROSA;JARDIM ORIENTAL;JARDIM ORIENTAL;;0;0;99999999;99999999;0;17
04893170;01000;SP;EST;EST;;;DA;DIVISA;DIVISA;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
04847220;01000;SP;R;R;;;DA;PAZ;PAZ;JARDIM NOVO LAR;JARDIM NOVO LAR;;0;0;99999999;99999999;0;17
04856070;01000;SP;AV;AV;;;;ANTONIO CARLOS BENJAMIM DOS SANTOS;ANTÔNIO CARLOS BENJAMIM DOS SANTOS;JARDIM MYRNA;JARDIM MYRNA;;0;0;99999999;99999999;0;17
08090650;01000;SP;R;R;;;DOS;GIRASSOIS;GIRASSÓIS;JARDIM HELENA;JARDIM HELENA;;0;0;99999999;99999999;0;17
04898100;01000;SP;R;R;;;;IPE;IPÊ;JARDIM OLIVEIRAS;JARDIM OLIVEIRAS;;0;0;99999999;99999999;0;17
04898110;01000;SP;R;R;;;;PINOS;PINOS;JARDIM OLIVEIRAS;JARDIM OLIVEIRAS;;0;0;99999999;99999999;0;17
04898120;01000;SP;R;R;;;;PARTICULAR;PARTICULAR;JARDIM OLIVEIRAS;JARDIM OLIVEIRAS;;0;0;99999999;99999999;0;17
04898130;01000;SP;R;R;;;DAS;PALMEIRAS;PALMEIRAS;JARDIM OLIVEIRAS;JARDIM OLIVEIRAS;;0;0;99999999;99999999;0;17
04898140;01000;SP;R;R;;;DA;SERVIDAO;SERVIDÃO;JARDIM OLIVEIRAS;JARDIM OLIVEIRAS;;0;0;99999999;99999999;0;17
03982065;01000;SP;R;R;;;;JOSE MILTON DA SILVA;JOSÉ MILTON DA SILVA;PARQUE SANTA MADALENA;PARQUE SANTA MADALENA;;0;0;99999999;99999999;0;17
03129055;01000;SP;TV;TV;;;;BAIA DO MARACANA;BAÍA DO MARACANÃ;VILA PRUDENTE;VILA PRUDENTE;;0;0;99999999;99999999;0;17
04893110;01000;SP;EST;EST;;;DA;LIGACAO;LIGAÇÃO;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
04893190;01000;SP;R;R;;;;1;1;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
04893140;01000;SP;EST;EST;;;DA;LAGOA RICA;LAGOA RICA;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
08430883;01000;SP;TV;TV;;;;LUCINA;LUCINA;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
04865200;01000;SP;R;R;;;;PARTICULAR;PARTICULAR;JARDIM IPORA;JARDIM IPORÃ;;0;0;99999999;99999999;0;17
02813015;01000;SP;TV;TV;;;;CHUVA DE PRATA;CHUVA DE PRATA;JARDIM PAULISTANO;JARDIM PAULISTANO;;0;0;99999999;99999999;0;17
02311060;01000;SP;TV;TV;;;;NAIR;NAIR;VILA MAZZEI;VILA MAZZEI;;0;0;99999999;99999999;0;17
02997005;01000;SP;R;R;;;DO;LAZER;LAZER;ESTANCIA JARAGUA;ESTÂNCIA JARAGUÁ;;0;0;99999999;99999999;0;17
08460590;01000;SP;R;R;;;;JOAO BATISTA DA SILVA;JOÃO BATISTA DA SILVA;JARDIM DO DIVINO;JARDIM DO DIVINO;;0;0;99999999;99999999;0;17
03557025;01000;SP;VE;VE;;;;JOSE RODRIGUES MANO JR;JOSÉ RODRIGUES MANO JR;JARDIM HERCILIA;JARDIM HERCILIA;;0;0;99999999;99999999;0;17
04893150;01000;SP;R;R;;;DO;CONTORNO;CONTORNO;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
04866220;01000;SP;R;R;;;;INDIO DO BRASIL;ÍNDIO DO BRASIL;JARDIM ALMEIDA;JARDIM ALMEIDA;;0;0;99999999;99999999;0;17
04893160;01000;SP;EST;EST;;;DO;VIRADOURO;VIRADOURO;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
03728205;01000;SP;TV;TV;;;;QUIRI;QUIRI;JARDIM CASTELO;JARDIM CASTELO;;0;0;99999999;99999999;0;17
04922100;01000;SP;R;R;;;;ITUPU;ITUPU;CHACARA VISTA ALEGRE;CHÁCARA VISTA ALEGRE;;0;0;99999999;99999999;0;17
03637035;01000;SP;TV;TV;;;;OSORIO ANGELO CICONE;OSÓRIO ÂNGELO CICONE;PENHA DE FRANCA;PENHA DE FRANÇA;;0;0;99999999;99999999;0;17
08070165;01000;SP;TV;TV;;;;RIO DANUBIO;RIO DANÚBIO;PARQUE CRUZEIRO DO SUL;PARQUE CRUZEIRO DO SUL;;0;0;99999999;99999999;0;17
04893130;01000;SP;EST;EST;;;;1;1;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
04845085;01000;SP;AV;AV;;;;ANTONIO CARLOS BENJAMIM DOS SANTOS;ANTÔNIO CARLOS BENJAMIM DOS SANTOS;JARDIM REIMBERG;JARDIM REIMBERG;;0;0;99999999;99999999;0;17
04866210;01000;SP;R;R;;;;ELVIS;ELVIS;JARDIM ALMEIDA;JARDIM ALMEIDA;;0;0;99999999;99999999;0;17
04852740;01000;SP;R;R;;;;DOMINGOS COSTA FIGUEIRA;DOMINGOS COSTA FIGUEIRA;VILA ARCO IRIS;VILA ARCO ÍRIS;;0;0;99999999;99999999;0;17
02635174;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;CIPO DE IMBE;CIPÓ DE IMBÉ;VILA PEDRA BRANCA;VILA PEDRA BRANCA;;0;0;99999999;99999999;0;17
08080363;01000;SP;TV;TV;;;;ILHAS CANARIAS;ILHAS CANÁRIAS;PARQUE PAULISTANO;PARQUE PAULISTANO;;0;0;99999999;99999999;0;17
03637110;01000;SP;TV;TV;;;;GESSY CARNEIRO RODRIGUES;GESSY CARNEIRO RODRIGUES;PENHA DE FRANCA;PENHA DE FRANÇA;;0;0;99999999;99999999;0;17
04855570;01000;SP;R;R;;;;JUVENAL HUDSON FERREIRA;JUVENAL HUDSON FERREIRA;JARDIM MYRNA II;JARDIM MYRNA II;;0;0;99999999;99999999;0;17
04855550;01000;SP;R;R;;;;MARIA SANTOS FERREIRA;MARIA SANTOS FERREIRA;JARDIM MYRNA II;JARDIM MYRNA II;;0;0;99999999;99999999;0;17
04855540;01000;SP;R;R;;;;IVA MOURA LIMA;IVA MOURA LIMA;JARDIM MYRNA II;JARDIM MYRNA II;;0;0;99999999;99999999;0;17
04855535;01000;SP;R;R;;;;DAYANE ALVES DE ARAUJO;DAYANE ALVES DE ARAÚJO;JARDIM MYRNA II;JARDIM MYRNA II;;0;0;99999999;99999999;0;17
02837185;01000;SP;R;R;;;;EXPEDITO DE ARAUJO OLIVEIRA;EXPEDITO DE ARAÚJO OLIVEIRA;VILA JOAO BATISTA;VILA JOÃO BATISTA;;0;0;99999999;99999999;0;17
04777030;01000;SP;R;R;PROF;PROF;;ADIB CASSEB;ADIB CASSEB;VILA DA PAZ;VILA DA PAZ;;0;0;99999999;99999999;0;17
08295003;01000;SP;AV;AV;PROF;PROF;;ENG ARDEVAN MACHADO;ENG ARDEVAN MACHADO;VILA CARMOSINA;VILA CARMOSINA;;0;0;99999999;99999999;0;17
04843445;01000;SP;R;R;;;DAS;ROSAS;ROSAS;PARQUE SAO JOSE;PARQUE SÃO JOSÉ;;0;0;99999999;99999999;0;17
04843435;01000;SP;VE;VE;SANTA;SANTA;;IZABEL;IZABEL;PARQUE SAO JOSE;PARQUE SÃO JOSÉ;;0;0;99999999;99999999;0;17
04843425;01000;SP;VE;VE;;;;16;16;PARQUE SAO JOSE;PARQUE SÃO JOSÉ;;0;0;99999999;99999999;0;17
04856690;01000;SP;R;R;;;;ARDOSIA;ARDÓSIA;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04852026;01000;SP;R;R;;;;CIDADE DO CABO;CIDADE DO CABO;JARDIM SHANGRILA;JARDIM SHANGRILÁ;;0;0;99999999;99999999;0;17
04847200;01000;SP;R;R;;;DA;FRATERNIDADE;FRATERNIDADE;JARDIM NOVO LAR;JARDIM NOVO LAR;;0;0;99999999;99999999;0;17
02635172;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;CAETE VERMELHO;CAETÉ VERMELHO;VILA PEDRA BRANCA;VILA PEDRA BRANCA;;0;0;99999999;99999999;0;17
05749345;01000;SP;TV;TV;;;;RIO JORDAO;RIO JORDÃO;JARDIM DAS PALMAS;JARDIM DAS PALMAS;;0;0;99999999;99999999;0;17
02075033;01000;SP;TV;TV;;;;EMBAUBA;EMBAÚBA;VILA PAIVA;VILA PAIVA;;0;0;99999999;99999999;0;17
04852036;01000;SP;R;R;;;;ERITREIA;ERITRÉIA;JARDIM SHANGRILA;JARDIM SHANGRILÁ;;0;0;99999999;99999999;0;17
04852760;01000;SP;R;R;;;;EDUARDO DAS NEVES;EDUARDO DAS NEVES;VILA ARCO IRIS;VILA ARCO ÍRIS;;0;0;99999999;99999999;0;17
04852034;01000;SP;R;R;;;;ACRA;ACRA;JARDIM SHANGRILA;JARDIM SHANGRILÁ;;0;0;99999999;99999999;0;17
04852750;01000;SP;R;R;;;;ANACLETO DE MEDEIROS;ANACLETO DE MEDEIROS;VILA ARCO IRIS;VILA ARCO ÍRIS;;0;0;99999999;99999999;0;17
05428075;01000;SP;TV;TV;;;;BARRA DA PRATA;BARRA DA PRATA;PINHEIROS;PINHEIROS;;0;0;99999999;99999999;0;17
04853200;01000;SP;R;R;;;;BAHIA;BAHIA;JARDIM NORONHA;JARDIM NORONHA;;0;0;99999999;99999999;0;17
04852710;01000;SP;R;R;;;;DIAMANTE PRETO;DIAMANTE PRETO;VILA ARCO IRIS;VILA ARCO ÍRIS;;0;0;99999999;99999999;0;17
04852720;01000;SP;R;R;;;DA;CONFRATERNIZACAO;CONFRATERNIZAÇÃO;VILA ARCO IRIS;VILA ARCO ÍRIS;;0;0;99999999;99999999;0;17
04852730;01000;SP;R;R;;;;HERIVELTO MARTINS;HERIVELTO MARTINS;VILA ARCO IRIS;VILA ARCO ÍRIS;;0;0;99999999;99999999;0;17
04856700;01000;SP;R;R;;;;PEDRA MINEIRA;PEDRA MINEIRA;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04852035;01000;SP;R;R;;;;NAMIBIA;NAMÍBIA;JARDIM SHANGRILA;JARDIM SHANGRILÁ;;0;0;99999999;99999999;0;17
04194450;01000;SP;TV;TV;;;DA;CONQUISTA;CONQUISTA;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04893120;01000;SP;EST;EST;;;;2;2;PARQUE LAGOA RICA;PARQUE LAGOA RICA;;0;0;99999999;99999999;0;17
03517035;01000;SP;PC;PC;;;;RUI CORA;RUI CORÁ;VILA MATILDE;VILA MATILDE;;0;0;99999999;99999999;0;17
04823355;01000;SP;TV;TV;;;;VICENTE DE PAULA PIRES;VICENTE DE PAULA PIRES;JARDIM NIZIA;JARDIM NIZIA;;0;0;99999999;99999999;0;17
05813095;01000;SP;TV;TV;;;;ACUDE DE OROS;AÇUDE DE ORÓS;JARDIM SAO LUIS;JARDIM SÃO LUÍS;;0;0;99999999;99999999;0;17
08450255;01000;SP;R;R;;;;ATILIO VERSUTTI;ATÍLIO VERSUTTI;LAJEADO;LAJEADO;;0;0;99999999;99999999;0;17
02271045;01000;SP;TV;TV;;;;MURICI DO CAMPO;MURICI DO CAMPO;VILA SANTA TEREZINHA;VILA SANTA TEREZINHA;;0;0;99999999;99999999;0;17
03926015;01000;SP;R;R;PADRE;PADRE;;MIGUEL CARDOSO;MIGUEL CARDOSO;JARDIM PARAGUACU;JARDIM PARAGUAÇU;;0;0;99999999;99999999;0;17
05634025;01000;SP;TV;TV;;;;ANGELO GRILLO;ÂNGELO GRILLO;JARDIM MONTE KEMEL;JARDIM MONTE KEMEL;;0;0;99999999;99999999;0;17
03337055;01000;SP;R;R;;;;VALTER GAZARRA;VALTER GAZARRA;JARDIM ANALIA FRANCO;JARDIM ANÁLIA FRANCO;;0;0;99999999;99999999;0;17
03333005;01000;SP;TV;TV;;;;CASSIANO DE SOUSA AMIGO;CASSIANO DE SOUSA AMIGO;VILA REG FEIJO;VILA REG FEIJÓ;;0;0;99999999;99999999;0;17
04194500;01000;SP;TV;TV;;;;RECANTO DOS PASSAROS;RECANTO DOS PÁSSAROS;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194490;01000;SP;TV;TV;;;;RECANTO DA FELICIDADE;RECANTO DA FELICIDADE;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194480;01000;SP;TV;TV;;;;OCEANO;OCEANO;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04856680;01000;SP;R;R;;;;MOSAICO PORTUGUES;MOSAICO PORTUGUÊS;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04194360;01000;SP;R;R;;;;RAIMUNDO NINA RODRIGUES;RAIMUNDO NINA RODRIGUES;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04856710;01000;SP;R;R;;;DOS;GRANITOS;GRANITOS;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04856630;01000;SP;R;R;;;;RELIQUIA DO OCEANO;RELÍQUIA DO OCEANO;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04856720;01000;SP;R;R;;;;PEDRA CRISTAL;PEDRA CRISTAL;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04856670;01000;SP;R;R;;;;DIAMANTE NEGRO;DIAMANTE NEGRO;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04856650;01000;SP;R;R;;;;PEDRA MARFIM;PEDRA MARFIM;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04194470;01000;SP;TV;TV;;;;VIDA NOVA;VIDA NOVA;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04856620;01000;SP;R;R;;;;FUNDO DO MAR;FUNDO DO MAR;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
04194460;01000;SP;TV;TV;;;;ESTRELA RELUZENTE;ESTRELA RELUZENTE;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194400;01000;SP;R;R;NOSSA SENHORA;NOSSA SENHORA;;DA MORADIA;DA MORADIA;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194410;01000;SP;R;R;;;;MARAMORES;MARAMORES;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194420;01000;SP;TV;TV;;;;CANTINHO DA PAZ;CANTINHO DA PAZ;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194430;01000;SP;TV;TV;;;DA;LIBERTACAO;LIBERTAÇÃO;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
04194440;01000;SP;TV;TV;;;;SOL BRILHANTE;SOL BRILHANTE;JARDIM SAO SAVERIO;JARDIM SÃO SAVÉRIO;;0;0;99999999;99999999;0;17
02635175;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;ERVA DA VIDA;ERVA DA VIDA;VILA PEDRA BRANCA;VILA PEDRA BRANCA;;0;0;99999999;99999999;0;17
04856640;01000;SP;R;R;;;;PEDRA FORMOSA;PEDRA FORMOSA;JARDIM DAS PEDRAS;JARDIM DAS PEDRAS;;0;0;99999999;99999999;0;17
02807130;01000;SP;R;R;;;;TUNIS;TÚNIS;JARDIM MARISTELA;JARDIM MARISTELA;;0;0;99999999;99999999;0;17
02635173;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;CAPIM DO PARA;CAPIM DO PARÁ;VILA PEDRA BRANCA;VILA PEDRA BRANCA;;0;0;99999999;99999999;0;17
08180660;01000;SP;R;R;;;;VERDE;VERDE;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180670;01000;SP;R;R;;;;REINACER;REINACER;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180680;01000;SP;R;R;;;;KARL MARX;KARL MARX;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180690;01000;SP;R;R;;;DAS;GAIVOTAS;GAIVOTAS;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180700;01000;SP;R;R;;;;PARDAL;PARDAL;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180710;01000;SP;R;R;;;;SOCRATES;SÓCRATES;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180720;01000;SP;R;R;;;DAS;GARCAS;GARÇAS;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180730;01000;SP;R;R;;;;ROUXINOL;ROUXINOL;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180740;01000;SP;R;R;;;DAS;CRIANCAS;CRIANÇAS;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180750;01000;SP;TV;TV;;;DAS;CRIANCAS;CRIANÇAS;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180760;01000;SP;R;R;;;;JOSE MARTINS LISBOA;JOSÉ MARTINS LISBOA;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180770;01000;SP;R;R;;;;SALVADOR;SALVADOR;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
08180640;01000;SP;R;R;;;;THIAGO;THIAGO;JARDIM PANTANAL;JARDIM PANTANAL;;0;0;99999999;99999999;0;17
05307171;01000;SP;VIA DE PEDESTRE;VIA DE PEDESTRE;;;;ANTONIO ALMEIDA;ANTÔNIO ALMEIDA;JARDIM HUMAITA;JARDIM HUMAITÁ;;0;0;99999999;99999999;0;17
08430860;01000;SP;R;R;;;;BALANDIA;BALANDIA;JARDIM MORENO;JARDIM MORENO;;0;0;99999999;99999999;0;17
04847230;01000;SP;R;R;;;DA;ALEGRIA;ALEGRIA;JARDIM NOVO LAR;JARDIM NOVO LAR;;0;0;99999999;99999999;0;17
04852410;01000;SP;R;R;;;;3;3;JARDIM JAU;JARDIM JAÚ;;0;0;99999999;99999999;0;17
